,case_name,backrub_steps,struct_num,score_function_name,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,total_score,yhh_planarity
11,6FEG,5000,12,fa_ref2015,10.541932298717029,0.0,0.9410136913554084,1.163513729807164e-13,2.4868995751603507e-13,-1.3487341420639751,-2.2038364497979046,0.21501625569877092,-8.189715572370915e-11,-3.0341777390347886,-8.758149760978995e-11,0.9820332410123811,7.105427357601002e-15,-7.105427357601002e-15,1.8673951274195133e-13,7.105427357601002e-15,-7.105427357601002e-15,6.093247155715886,4.440892098500626e-16
12,6FEG,5000,13,fa_ref2015,6.953093046709,0.0,-1.381905183080562,-4.04121180963557e-14,-7.105427357601002e-14,-2.5741743341918095,4.327153424949756,-1.2600755416533538,-2.6615154524733953e-11,-0.6828635124842499,-1.8351897779211868e-10,0.8531620226949883,-7.105427357601002e-15,0.0,-1.4099832412739488e-13,0.0,-7.105427357601002e-15,6.234389922732731,0.0
13,6FEG,5000,14,fa_ref2015,8.555645325842306,5.684341886080802e-14,2.3762813502000313,2.708944180085382e-14,1.7053025658242404e-13,-0.4511971757606972,-4.237493864638054,-0.01665475736024291,1.2754242106893798e-11,-0.07589524142230886,-3.6139624626230216e-10,0.3461799404614041,-7.105427357601002e-15,0.0,-4.405364961712621e-13,0.0,-7.105427357601002e-15,6.49686557697234,0.0
14,6FEG,5000,15,fa_ref2015,10.303379625162279,0.0,2.041637003918936,-5.240252676230739e-14,-1.2079226507921703e-13,-1.5053961069791626,-1.109309166654043,-1.1018680859443144,1.7621459846850485e-11,0.4714878325704177,2.1817925244249636e-10,0.7921635609958884,7.105427357601002e-15,0.0,-9.880984919163893e-14,7.105427357601002e-15,-7.105427357601002e-15,9.892094663309052,0.0
15,6FEG,5000,16,fa_ref2015,5.784578332055389,0.0,-1.0062384427446887,-3.907985046680551e-14,-3.339550858072471e-13,-2.950959799762032,4.134341287934717,-0.9477589036016631,-1.2781775637904502e-10,0.32642794834875133,6.325251433736412e-11,0.2613001270807018,-7.105427357601002e-15,7.105427357601002e-15,-1.545430450278218e-13,0.0,-7.105427357601002e-15,5.6016905492458875,0.0
16,6FEG,5000,17,fa_ref2015,6.795549671019899,0.0,-0.4042081163825628,3.3306690738754696e-14,-3.339550858072471e-13,-2.3051121265565655,2.6998407762498573,-0.6027395743057689,7.412737090817245e-11,0.07374149353934456,-1.8664536582946312e-10,0.6684511901199102,-7.105427357601002e-15,7.105427357601002e-15,1.7252865802674933e-13,0.0,-7.105427357601002e-15,6.925523313569897,0.0
17,6FEG,5000,18,fa_ref2015,12.95275237866349,-5.684341886080802e-14,0.49412704648841554,-3.1086244689504383e-15,2.8421709430404007e-13,-2.50601205439375,-2.7462345333916574,1.376085991630962,-6.715872302720527e-11,-0.17742133102357371,2.177955593651859e-10,-0.46967338048386154,0.0,7.105427357601002e-15,-1.6786572132332367e-13,0.0,-7.105427357601002e-15,8.923624117641083,0.0
18,6FEG,5000,19,fa_ref2015,11.803223509291001,5.684341886080802e-14,1.0510902551416734,-2.1316282072803006e-14,2.4868995751603507e-13,-1.9894543926672412,-3.3614955394343724,0.05992756461060722,-2.8760993586729455e-11,-0.15541479435781014,1.2160228379798355e-10,-0.044491417232386254,7.105427357601002e-15,-7.105427357601002e-15,-1.6564527527407336e-13,-7.105427357601002e-15,-7.105427357601002e-15,7.363385185444827,-5.551115123125783e-17
19,6FEG,5000,20,fa_ref2015,8.88116504923255,-5.684341886080802e-14,0.8624723655610751,2.042810365310288e-14,-2.4158453015843406e-13,-2.120145205213504,-0.6987332394139685,0.22921009938665549,1.4317436125566019e-11,0.2480380267179889,1.2150280781497713e-11,0.6442350779783865,7.105427357601002e-15,0.0,-4.729550084903167e-14,0.0,-7.105427357601002e-15,8.046242174278404,2.220446049250313e-16
20,6FEG,5000,21,fa_ref2015,13.479360466938033,0.0,-0.6035660769620108,-3.907985046680551e-14,-3.339550858072471e-13,-0.5312339385613143,-4.4360126431960225,-0.45958180178335795,-3.0881963652973354e-11,-1.231987323672243,-8.08881850389298e-11,0.3141187497824163,0.0,0.0,-1.0835776720341528e-13,-7.105427357601002e-15,-7.105427357601002e-15,6.531097432432773,4.440892098500626e-16
21,6FEG,5000,22,fa_ref2015,10.289947167927494,0.0,3.6428103954254993,2.220446049250313e-14,-7.105427357601002e-15,-2.103611207339952,-1.9217528613028207,-0.05389564995447671,-1.1567635738174431e-11,0.7352729739949524,1.5070611425471725e-10,-0.6158848192356388,0.0,0.0,-5.81756864903582e-14,-7.105427357601002e-15,-7.105427357601002e-15,9.972885999654835,5.551115123125783e-17
22,6FEG,5000,23,fa_ref2015,3.8539501128238953,0.0,0.5023608759543663,-6.217248937900877e-15,2.984279490192421e-13,-1.7131044111022362,5.843028222800854,-1.2593286985091048,-8.143885565914388e-11,2.7695888103798048,-2.2151880330056883e-10,1.0422055418953633,-7.105427357601002e-15,-7.105427357601002e-15,6.417089082333405e-14,0.0,-7.105427357601002e-15,11.038700453940976,0.0
23,6FEG,5000,24,fa_ref2015,10.802427574151807,0.0,4.420579346003137,7.105427357601002e-15,3.979039320256561e-13,-2.3605644214215715,-4.898497718618501,1.1723367669692344,2.2527757437273976e-11,0.9557095069347952,2.2325252757582348e-11,-0.555382608596517,0.0,-7.105427357601002e-15,-3.885780586188048e-14,7.105427357601002e-15,-7.105427357601002e-15,9.536608445468062,0.0
24,6FEG,5000,25,fa_ref2015,14.258959722749523,0.0,0.08647528512312874,1.6431300764452317e-14,7.105427357601002e-15,-3.8077436903374036,-2.4489063691573847,0.16772076151078963,2.220978956302133e-11,-0.984596283686475,2.645066388140549e-10,0.6395739620098269,0.0,0.0,-2.26929586233382e-13,0.0,-7.105427357601002e-15,7.911483388500272,0.0
25,6FEG,5000,26,fa_ref2015,11.710958870455215,0.0,2.1681531260258566,-7.549516567451064e-15,9.237055564881302e-14,-1.2832686362263814,-4.644138283348298,1.8859363894499417,1.375202174358492e-10,-0.8824643403556003,-6.497202775790356e-11,0.07034449389455233,-7.105427357601002e-15,7.105427357601002e-15,2.8133051444001467e-13,0.0,-7.105427357601002e-15,9.025521619966923,0.0
26,6FEG,5000,27,fa_ref2015,7.087447737905677,0.0,-0.28517012768116956,0.0,1.8474111129762605e-13,-2.4912829869658992,3.7327381228528793,-0.04373301349819769,4.416023102749023e-12,0.33013712950456764,-4.929745500703575e-11,1.07666480518742,-7.105427357601002e-15,0.0,3.9812597663058114e-13,0.0,-7.105427357601002e-15,9.406801667260567,0.0
27,6FEG,5000,28,fa_ref2015,12.670964773179321,5.684341886080802e-14,2.2695914065585043,-2.4424906541753444e-14,-2.2737367544323206e-13,-2.1659812215186207,-4.7134496351841335,0.687365359306213,1.141824412798087e-10,0.25276938031232277,-1.859064013842726e-10,-0.4236357570376512,-7.105427357601002e-15,7.105427357601002e-15,-1.9229062786507711e-13,0.0,-7.105427357601002e-15,8.577624305544589,0.0
28,6FEG,5000,29,fa_ref2015,6.230445607903448,-5.684341886080802e-14,1.1796865651832604,-2.9753977059954195e-14,-1.2789769243681803e-13,-1.9514818085495875,2.8348254362190346,-1.0345001197175954,-7.357847664479777e-11,0.7064660814946713,-4.89137619297253e-11,-0.4131750300060233,0.0,-7.105427357601002e-15,-2.1538326677728037e-14,0.0,-7.105427357601002e-15,7.552266732406423,0.0
29,6FEG,5000,30,fa_ref2015,11.022597804825182,-5.684341886080802e-14,0.31242082474716426,2.1760371282653068e-14,-7.105427357601002e-15,-1.5770393115243593,-0.8409152186394522,2.2336021877135543,2.4297008849316626e-11,-1.3798747441524455,-6.116351869422942e-11,-0.0444174067130092,7.105427357601002e-15,0.0,-9.237055564881302e-14,0.0,-7.105427357601002e-15,9.726374136217458,0.0
30,6FEG,5000,31,fa_ref2015,8.491462196969678,-5.684341886080802e-14,-1.743057304544493,-8.881784197001252e-16,1.7053025658242404e-13,-2.6466851856166045,1.277119909944986,-0.07364343236914905,-1.9268675544026337e-10,-0.31408596113094234,1.4563283912139013e-10,0.05378723067269675,7.105427357601002e-15,0.0,-1.438849039914203e-13,7.105427357601002e-15,-7.105427357601002e-15,5.044897453878065,0.0
31,6FEG,5000,32,fa_ref2015,11.026459253631174,0.0,1.25382611189184,-1.865174681370263e-14,-2.2026824808563106e-13,-4.918152009918771,-1.5395677136201584,0.9762021093012443,1.0653700144303002e-10,0.11740396792999164,-3.065281362069072e-11,-0.4092322514815905,7.105427357601002e-15,0.0,8.526512829121202e-14,7.105427357601002e-15,-7.105427357601002e-15,6.506939467808792,0.0
32,6FEG,5000,33,fa_ref2015,9.090244123673756,-5.684341886080802e-14,-0.630814266019172,4.1744385725905886e-14,3.197442310920451e-13,-2.209287816497252,2.1885021701186815,-0.17470884783691076,8.819966978990124e-11,-0.2565610005057408,-1.3234568996267626e-10,0.4067824527828634,-7.105427357601002e-15,7.105427357601002e-15,-2.384759056894836e-13,-7.105427357601002e-15,-7.105427357601002e-15,8.414156815670907,2.220446049250313e-16
33,6FEG,5000,34,fa_ref2015,9.679417928872226,-5.684341886080802e-14,3.742491048759291,-2.1760371282653068e-14,-2.913225216616411e-13,-0.08155052354616998,-2.9910720245420634,1.7819252310580183,9.964296054931765e-11,0.04008707136053147,-3.603872755775228e-11,-0.28554095018754566,-7.105427357601002e-15,0.0,-1.1102230246251565e-14,0.0,-7.105427357601002e-15,11.885757781838578,0.0
34,6FEG,5000,35,fa_ref2015,7.576478793848082,-5.684341886080802e-14,-1.012866447657018,-2.220446049250313e-15,1.9895196601282805e-13,-3.0520307499682815,3.3973916404297597,0.46840257252396356,-1.4142642612569034e-10,-1.7605226687763604,5.5564441936439835e-11,1.2365066298221876,7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,-7.105427357601002e-15,6.853359770137814,-2.220446049250313e-16
35,6FEG,5000,36,fa_ref2015,7.846192615619202,0.0,-0.7415362302746189,-6.927791673660977e-14,-1.9895196601282805e-13,-2.1494578573775556,3.8809921006952663,-0.0001068932895869068,5.39035482916006e-11,0.10455017417698542,-7.148059921746608e-12,0.27455806340537237,7.105427357601002e-15,0.0,2.0161650127192843e-13,0.0,-7.105427357601002e-15,9.215191973001652,0.0
36,6FEG,5000,37,fa_ref2015,7.851351913383496,-5.684341886080802e-14,-1.170667745298033,-6.794564910705958e-14,-2.984279490192421e-13,-2.404464818161358,3.90950825440018,-0.05745878678103722,3.966604822380759e-11,-0.23737014250508892,5.504716682480648e-10,0.3328731799519957,-7.105427357601002e-15,7.105427357601002e-15,-5.040412531798211e-14,0.0,-7.105427357601002e-15,8.223771855581617,0.0
37,6FEG,5000,38,fa_ref2015,9.55986122523791,-5.684341886080802e-14,-1.0459063269100852,2.042810365310288e-14,3.765876499528531e-13,-2.667568191732002,-0.9924126551912877,0.07487998643346572,1.4566126083082054e-13,0.14079852862195708,-3.453948238529847e-10,-0.3901755129268025,-7.105427357601002e-15,0.0,-2.6201263381153694e-13,0.0,-7.105427357601002e-15,4.679477053188947,2.220446049250313e-16
38,6FEG,5000,39,fa_ref2015,8.661777817729444,0.0,0.1515991445697864,5.773159728050814e-15,-1.5631940186722204e-13,-1.9692619136345542,1.7459947415966326,0.016250306291198058,-7.881695296418911e-12,0.2225143633320279,-1.1034728686354356e-10,-0.2806970430620268,7.105427357601002e-15,-7.105427357601002e-15,3.774758283725532e-15,0.0,-7.105427357601002e-15,8.54817741670567,0.0
39,6FEG,5000,40,fa_ref2015,8.0652866546518,0.0,-2.654019988596133,2.2648549702353193e-14,-2.984279490192421e-13,-0.9760098466540512,2.429715656225653,0.8760124380938628,-7.44257988571917e-11,-0.6958403974159886,6.571099220309407e-11,1.7545256508515266,0.0,0.0,-1.8851586958135158e-13,-7.105427357601002e-15,-7.105427357601002e-15,8.79967016714994,0.0
40,6FEG,5000,41,fa_ref2015,11.707331982166806,0.0,2.0217617441455786,-5.5067062021407764e-14,-2.6290081223123707e-13,-1.6577012166908531,-2.4654591114287996,1.9578816046989793,-1.3081091765343444e-10,-0.027952842348639706,3.373656909388956e-11,-0.9230027765552364,-7.105427357601002e-15,0.0,2.1316282072803006e-13,0.0,-7.105427357601002e-15,10.612859383890026,1.1102230246251565e-16
41,6FEG,5000,42,fa_ref2015,13.182361195402791,0.0,3.105801342720895,-3.1530333899354446e-14,-2.913225216616411e-13,-2.5313015735858926,-3.1379924645914343,0.8739806630675098,-6.233769056507299e-11,1.1918568526424913,-8.024869657674571e-11,-0.5125714836741011,7.105427357601002e-15,0.0,2.2737367544323206e-13,-7.105427357601002e-15,-7.105427357601002e-15,12.17213453184101,1.1102230246251565e-16
42,6FEG,5000,43,fa_ref2015,11.060073263708773,0.0,2.052273977316588,-3.064215547965432e-14,-1.7053025658242404e-13,-1.8901679539087155,-2.0231841361594434,1.777647268222612,-3.0594193844990514e-11,-0.8449022403840623,2.0108359422010835e-11,-0.20729043492295318,7.105427357601002e-15,0.0,6.283862319378386e-14,0.0,-7.105427357601002e-15,9.92444974386234,0.0
43,6FEG,5000,44,fa_ref2015,11.20691866540892,0.0,2.780317004651181,2.5757174171303632e-14,-2.984279490192421e-13,-2.857157489798226,-3.1381283032233114,0.04256465862465575,-1.7469758972765703e-10,0.3145028909959926,-1.2740031252178596e-10,-0.17468193585971648,0.0,-7.105427357601002e-15,1.3233858453531866e-13,7.105427357601002e-15,-7.105427357601002e-15,8.174335490495395,-2.220446049250313e-16
44,6FEG,5000,45,fa_ref2015,8.71466924897959,5.684341886080802e-14,0.2680880413661839,-1.2434497875801753e-14,1.8474111129762605e-13,-2.8984800164182047,2.9512387905990636,0.0038443496316347137,1.7388757100889052e-11,-0.38696207190277576,2.3108270852389978e-10,0.3679757098265739,0.0,7.105427357601002e-15,1.8185453143360064e-13,0.0,-7.105427357601002e-15,9.020374052332045,0.0
45,6FEG,5000,46,fa_ref2015,12.989068186057693,0.0,4.595162929863648,5.81756864903582e-14,2.1316282072803006e-13,-1.5932054289527429,-5.208662865444808,1.5239519559564876,9.35607147312112e-12,1.502806457574298,-1.7890045000967802e-10,-0.3615823805459186,0.0,7.105427357601002e-15,-2.320366121466577e-13,0.0,-7.105427357601002e-15,13.447538854339115,4.440892098500626e-16
46,6FEG,5000,47,fa_ref2015,11.04806710080561,5.684341886080802e-14,1.1616658760096925,3.5083047578154947e-14,3.623767952376511e-13,-3.0131945764116352,-3.167957645885167,1.3606590709694153,1.3424816813767393e-10,-1.7857229507470649,-1.3858425518264994e-10,0.08554217560298838,-7.105427357601002e-15,7.105427357601002e-15,-2.531308496145357e-14,0.0,-7.105427357601002e-15,5.689059050341228,0.0
47,6FEG,5000,48,fa_ref2015,10.777208508511421,-5.684341886080802e-14,2.8242223779075175,1.3322676295501878e-14,-2.3447910280083306e-13,-0.7071546012160042,-5.361387521945744,0.9660484197929051,1.042472774770431e-10,0.5573005981356971,-1.127631321651279e-10,-0.42461445663546726,7.105427357601002e-15,-7.105427357601002e-15,2.282618538629322e-13,-7.105427357601002e-15,-7.105427357601002e-15,8.631623324543398,-2.220446049250313e-16
48,6FEG,5000,49,fa_ref2015,12.60806644038962,-5.684341886080802e-14,1.7372554940121745,5.81756864903582e-14,3.268496584496461e-13,-1.8347010294556014,-2.9118196370992564,-0.01681195915213962,-1.0800249583553523e-12,-0.03569369584574389,-5.890825605092687e-10,-0.16345716703651192,0.0,7.105427357601002e-15,2.6001423236721166e-13,0.0,-7.105427357601002e-15,9.382838445222689,0.0
49,6FEG,5000,50,fa_ref2015,7.819067125510628,0.0,-1.1602751931941384,5.3290705182007514e-14,-1.4921397450962104e-13,-2.602349838343173,1.1533467789922724,-0.5108837412722806,2.6409097131363524e-11,-0.06455879843515788,-3.7192648960626684e-10,0.5018543238331006,0.0,0.0,-1.6120438317557273e-13,-7.105427357601002e-15,-7.105427357601002e-15,5.136200656743,-4.440892098500626e-16
50,6FEG,10000,1,fa_ref2015,10.150885616259984,-5.684341886080802e-14,5.660956736687012,1.1102230246251565e-14,2.0605739337042905e-13,-2.1846853334736096,-3.0091137425374654,0.6054025551616142,-6.759037773917953e-11,0.5927545739008977,-2.459614734107163e-10,-1.5848664846290461,-7.105427357601002e-15,7.105427357601002e-15,-4.729550084903167e-14,0.0,-7.105427357601002e-15,10.231333921055864,-2.220446049250313e-16
51,6FEG,10000,2,fa_ref2015,10.711793606385072,0.0,0.3348719728401761,-3.68594044175552e-14,-7.815970093361102e-14,-2.0659788515818036,-2.268204938868621,0.04990621844749299,7.062084250719636e-11,-1.0093700313534733,-1.468265509174671e-10,0.39849432683138275,7.105427357601002e-15,0.0,7.105427357601002e-14,0.0,-7.105427357601002e-15,6.151512302624923,0.0
52,6FEG,10000,3,fa_ref2015,10.810703362605182,0.0,2.238296104244,-1.199040866595169e-14,2.3447910280083306e-13,-1.2291228851990326,-3.607252243127391,0.17841774210007344,-4.452616053640668e-11,-0.01912388739139459,-2.554116917963256e-10,-0.3337140525212945,0.0,0.0,-2.9398705692074145e-13,0.0,-7.105427357601002e-15,8.038204140409817,0.0
53,6FEG,10000,4,fa_ref2015,8.203226695236253,-5.684341886080802e-14,-0.5764601869194053,7.327471962526033e-14,3.552713678800501e-13,-2.550538983915189,1.7700160763619124,-0.07090179839619637,-4.808953235624358e-11,0.0914125354205737,1.1452527814981295e-10,0.09275129286453421,-7.105427357601002e-15,0.0,-1.2323475573339238e-13,-7.105427357601002e-15,-7.105427357601002e-15,6.959505630716421,4.440892098500626e-16
54,6FEG,10000,5,fa_ref2015,12.687868827997818,0.0,0.4628439736987957,3.9968028886505635e-14,5.613287612504791e-13,-2.1976760381100604,-2.1518960592377425,1.569413791757821,-1.3043788271716039e-11,-0.5477877591901681,-1.6427748050773516e-10,-0.3552295696106498,0.0,0.0,-1.638689184346731e-13,-7.105427357601002e-15,-7.105427357601002e-15,9.467537167129336,0.0
55,6FEG,10000,6,fa_ref2015,5.842803383749015,-5.684341886080802e-14,-1.4488736523430816,-7.993605777301127e-15,5.684341886080802e-14,-1.1347113307638494,2.1688976819592654,-0.6080866037317207,-8.57944826293533e-11,-0.791208638645351,-1.731024212858756e-10,0.7039362086848087,0.0,0.0,-6.306066779870889e-14,7.105427357601002e-15,-7.105427357601002e-15,4.732757048651507,-2.220446049250313e-16
56,6FEG,10000,7,fa_ref2015,13.863771358414397,5.684341886080802e-14,1.9276342888053932,1.8207657603852567e-14,-2.0605739337042905e-13,-2.0948817444443506,-2.6203805873997226,1.352079009273723,-4.221689664518635e-11,-0.4331253667133623,-1.4267698134062812e-11,-0.6374055588139527,0.0,-7.105427357601002e-15,3.042011087472929e-14,-7.105427357601002e-15,-7.105427357601002e-15,11.357691399064748,0.0
57,6FEG,10000,8,fa_ref2015,9.667938300300875,0.0,3.946966648540638,1.1102230246251565e-14,4.121147867408581e-13,-1.3630127654578104,-2.8981404674891564,0.4098117653690494,1.1681322575896047e-10,1.3052695227571292,3.625046929300879e-10,-0.45237535704277576,7.105427357601002e-15,-7.105427357601002e-15,-1.1746159600534156e-13,0.0,-7.105427357601002e-15,10.616457647457707,2.220446049250313e-16
58,6FEG,10000,9,fa_ref2015,11.810324325670763,0.0,0.2785731247321337,7.993605777301127e-15,7.815970093361102e-14,-1.7747542762194257,-3.536813091196109,2.1968793842460315,-1.0380141191035364e-10,-3.1238869163651977,-1.346904809906846e-10,0.8362005088094833,-7.105427357601002e-15,0.0,-3.1508129438861943e-13,0.0,-7.105427357601002e-15,6.686523059440731,2.220446049250313e-16
59,6FEG,10000,10,fa_ref2015,12.46779235369263,5.684341886080802e-14,2.31805745416591,2.7977620220553945e-14,1.7053025658242404e-13,-1.870725595826869,-2.800582895327011,1.5699556516641024,-3.6267877590034914e-11,0.029705535759976698,3.530686853991938e-10,-0.7864302745367908,0.0,7.105427357601002e-15,-1.5765166949677223e-13,0.0,-7.105427357601002e-15,10.927772229907049,0.0
60,6FEG,10000,11,fa_ref2015,13.44014837495456,5.684341886080802e-14,0.1579555579502312,3.108624468950438e-14,1.2789769243681803e-13,-1.7784881679542366,-5.28231657639401,0.033463042661626474,-1.0135536854249949e-10,-1.7653730933305276,-3.129372316834633e-10,0.5387048735223345,0.0,0.0,-2.8976820942716586e-13,-7.105427357601002e-15,-7.105427357601002e-15,5.344094010993132,0.0
61,6FEG,10000,12,fa_ref2015,14.450726007575895,0.0,2.151348264441765,-4.796163466380676e-14,-6.110667527536862e-13,-3.641891701184818,-3.674097849676059,0.004697322098820678,1.6215651044149126e-10,-0.2631847208249596,5.455547125166049e-11,-0.22235939704619767,-7.105427357601002e-15,0.0,-7.72715225139109e-14,0.0,-7.105427357601002e-15,8.80523792560058,-4.440892098500626e-16
62,6FEG,10000,13,fa_ref2015,9.157570168515122,0.0,-0.14226167707533932,-2.886579864025407e-14,-1.2789769243681803e-13,-1.4940461332127057,-2.2776779158044747,-1.2611705740950967,2.3321788944485888e-11,-0.6537668848789657,-1.0746248335635755e-10,1.4120862069424618,0.0,0.0,-6.905587213168474e-14,0.0,-7.105427357601002e-15,4.740733190306742,2.220446049250313e-16
63,6FEG,10000,14,fa_ref2015,6.845922606503564,0.0,-0.8065065334909605,1.7319479184152442e-14,-3.410605131648481e-13,-2.8772347718983866,2.6864437453259598,-0.00746746184125513,1.2570211538331932e-10,0.05340098688120243,2.7711166694643907e-12,0.5416247265620413,0.0,-7.105427357601002e-15,-2.7555735471196385e-13,-7.105427357601002e-15,-7.105427357601002e-15,6.436183298171926,0.0
64,6FEG,10000,15,fa_ref2015,9.18301291425746,5.684341886080802e-14,1.3065622814813764,8.215650382226158e-14,2.1316282072803006e-13,-1.8696213127986994,-1.9651572644618227,1.885665320851178,-7.571543392259628e-11,-0.7321120205262126,2.0691004465334117e-11,-0.767337022382641,0.0,7.105427357601002e-15,1.6786572132332367e-13,0.0,-7.105427357601002e-15,7.041012896363327,2.220446049250313e-16
65,6FEG,10000,16,fa_ref2015,13.131309741182122,0.0,2.563877533905327,-2.042810365310288e-14,1.4210854715202004e-14,-2.049405869949723,-3.6379096656741012,2.1133531080074164,3.40545369681422e-11,-0.2990953404248504,-9.919176591210999e-11,-1.0985046193640144,7.105427357601002e-15,0.0,6.816769371198461e-14,-7.105427357601002e-15,-7.105427357601002e-15,10.72362488761948,0.0
66,6FEG,10000,17,fa_ref2015,8.35121763697066,-5.684341886080802e-14,-0.09120364467406716,-6.350475700855895e-14,-6.394884621840902e-13,-2.613674369411541,1.8047656893038493,-0.0056660481383836725,8.753886504564434e-12,-0.033134916311905016,1.4708234630234074e-11,0.24037424916812,-7.105427357601002e-15,0.0,-7.505107646466058e-14,-7.105427357601002e-15,-7.105427357601002e-15,7.652678596932191,-1.1102230246251565e-16
